2021-10-28 20:55:39,979 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-10-28 20:55:40,007 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-10-28 20:55:40,008 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-10-28 20:55:40,009 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-10-28 20:55:40,011 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-10-28 20:55:40,011 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-10-28 20:55:40,012 INFO  SwAddin.cs: 201 - Setting up command manager
2021-10-28 20:55:40,013 INFO  SwAddin.cs: 204 - Adding command manager
2021-10-28 20:55:40,016 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-10-28 20:55:40,017 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-10-28 20:55:40,018 INFO  SwAddin.cs: 210 - Adding event handlers
2021-10-28 20:55:40,021 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-10-28 21:01:57,630 INFO  SwAddin.cs: 294 - Assembly export called for file Assem_1
2021-10-28 21:01:57,632 INFO  SwAddin.cs: 299 - Save is required
2021-10-28 21:01:57,632 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-28 21:02:01,673 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-28 21:02:01,687 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem_1
2021-10-28 21:02:01,691 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Assem_1
2021-10-28 21:02:01,692 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem_1
2021-10-28 21:02:01,692 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-28 21:02:01,693 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-10-28 21:02:01,694 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from coulping_front tyre-2
2021-10-28 21:02:01,695 INFO  ExportHelperExtension.cs: 1136 - Found 30 in coulping_front tyre-2
2021-10-28 21:02:01,695 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in coulping_front tyre-2
2021-10-28 21:02:01,696 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rear_tyre-3
2021-10-28 21:02:01,696 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-3
2021-10-28 21:02:01,697 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rear_tyre-3
2021-10-28 21:02:01,697 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rear_tyre-4
2021-10-28 21:02:01,698 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-4
2021-10-28 21:02:01,698 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rear_tyre-4
2021-10-28 21:02:01,698 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from chassis-1
2021-10-28 21:02:01,699 INFO  ExportHelperExtension.cs: 1136 - Found 39 in chassis-1
2021-10-28 21:02:01,699 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in chassis-1
2021-10-28 21:02:01,700 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from coulping_front tyre-1
2021-10-28 21:02:01,700 INFO  ExportHelperExtension.cs: 1136 - Found 30 in coulping_front tyre-1
2021-10-28 21:02:01,701 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in coulping_front tyre-1
2021-10-28 21:02:01,701 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rear_tyre-1
2021-10-28 21:02:01,701 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-1
2021-10-28 21:02:01,702 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rear_tyre-1
2021-10-28 21:02:01,702 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rear_tyre-2
2021-10-28 21:02:01,703 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-2
2021-10-28 21:02:01,703 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rear_tyre-2
2021-10-28 21:02:01,704 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem_1
2021-10-28 21:02:01,704 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Assem_1
2021-10-28 21:02:01,705 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem_1
2021-10-28 21:02:01,705 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-28 21:02:01,705 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-10-28 21:02:01,706 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from coulping_front tyre-2
2021-10-28 21:02:01,706 INFO  ExportHelperExtension.cs: 1136 - Found 30 in coulping_front tyre-2
2021-10-28 21:02:01,706 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in coulping_front tyre-2
2021-10-28 21:02:01,707 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rear_tyre-3
2021-10-28 21:02:01,707 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-3
2021-10-28 21:02:01,708 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rear_tyre-3
2021-10-28 21:02:01,708 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rear_tyre-4
2021-10-28 21:02:01,708 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-4
2021-10-28 21:02:01,709 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rear_tyre-4
2021-10-28 21:02:01,709 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from chassis-1
2021-10-28 21:02:01,710 INFO  ExportHelperExtension.cs: 1136 - Found 39 in chassis-1
2021-10-28 21:02:01,710 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in chassis-1
2021-10-28 21:02:01,710 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from coulping_front tyre-1
2021-10-28 21:02:01,711 INFO  ExportHelperExtension.cs: 1136 - Found 30 in coulping_front tyre-1
2021-10-28 21:02:01,711 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in coulping_front tyre-1
2021-10-28 21:02:01,712 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rear_tyre-1
2021-10-28 21:02:01,712 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-1
2021-10-28 21:02:01,713 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rear_tyre-1
2021-10-28 21:02:01,713 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rear_tyre-2
2021-10-28 21:02:01,713 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rear_tyre-2
